EXT,Anx
14,2
-2,3
3,2
0,3
-6,3
-5,3
17,2
4,2
18,2
14,2
7,2
-3,3
7,2
0,3
12,2
10,2
-6,3
-5,3
7,2
-2,3
-13,3
5,2
-18,4
5,2
-1,3
6,2
7,2
2,2
-12,3
0,3
6,2
0,3
1,2
-7,3
16,1
14,2
-16,4
-4,3
9,2
1,2
-3,3
-18,4
-2,3
10,2
12,2
11,2
11,2
4,2
-10,3
14,2
8,2
-10,3
5,2
2,2
2,2
8,2
-9,3
-13,3
-3,3
-7,3
13,2
11,2
-6,3
2,2
9,2
-3,3
-6,3
0,3
-14,3
7,2
-4,3
0,3
-7,3
-12,3
-2,3
-5,3
9,2
1,2
11,2
-14,3
-3,3
6,2
3,2
-6,3
-4,3
-12,3
-15,3
15,2
12,2
1,2
19,1
-4,3
-14,3
-12,3
1,2
-20,3
-13,3
11,2
-7,3
-2,3
8,2
-2,3
-2,3
12,2
-3,0
-4,3
6,2
5,2
0,3
-8,3
14,2
1,2
13,2
3,2
6,2
-6,3
0,3
1,2
-5,3
0,3
-5,3
4,2
-13,3
-5,3
6,2
8,2
-20,4
1,2
7,2
-1,3
-14,3
16,2
18,2
4,2
-14,3
12,1
-7,3
-1,3
12,2
-13,3
7,2
-7,2
-4,2
-5,3
14,2
-13,0
-4,3
5,2
-7,3
4,2
10,2
-13,3
17,2
0,3
4,2
0,3
6,2
2,2
-6,3
6,2
10,2
3,2
0,3
-8,3
6,2
5,2
-1,3
-13,3
-13,3
-10,3
12,2
9,2
-2,3
-10,3
-13,3
9,2
8,2
-16,4
5,2
-11,3
-7,3
0,3
-2,3
-5,3
-12,3
-3,3
20,2
-5,3
-12,3
-16,4
-7,3
6,2
3,2
3,2
3,2
12,2
-6,3
-6,3
4,2
12,2
-10,3
-1,3
-12,3
-8,3
-3,3
8,2
14,2
6,2
4,2
-14,3
-7,3
-16,4
-15,4
13,2
7,2
-6,3
-11,3
13,2
9,2
-8,3
9,2
-7,3
-16,4
14,2
10,2
13,2
8,2
14,2
3,2
4,2
12,2
-13,3
-5,3
-13,3
-14,3
-2,3
13,2
-1,3
-10,3
5,2
12,2
15,2
0,3
5,2
14,2
-4,3
9,2
-1,3
-10,0
11,2
5,2
-1,3
-1,3
1,2
11,2
-12,3
8,2
-3,3
14,2
5,2
2,2
5,2
-17,4
6,2
11,2
9,2
17,2
14,2
-9,3
2,2
-3,3
-9,3
12,2
-3,3
-3,3
2,2
2,2
9,2
3,2
-7,3
-2,3
-1,3
-9,3
-16,4
6,2
11,2
2,2
6,2
0,3
-4,0
0,3
-1,3
6,2
14,2
-1,3
0,3
-7,3
5,2
-1,3
-4,3
0,3
-9,3
6,2
6,2
-17,4
-8,3
7,2
12,2
5,2
-14,3
-5,3
6,2
-4,3
5,2
9,2
13,2
16,2
-3,3
13,2
2,2
-16,3
0,3
-5,3
3,2
14,2
6,2
18,2
-8,3
11,2
16,2
-9,3
1,2
-6,3
1,2
14,2
-3,3
6,2
-2,3
8,2
-12,3
10,2
20,2
-11,3
-7,3
0,3
-5,3
-14,3
-15,4
5,2
-13,3
0,3
-6,3
3,2
4,2
10,2
-6,3
-8,3
-9,3
-10,3
-4,3
-14,3
-1,3
2,2
0,3
17,2
-7,3
16,2
0,3
10,2
3,2
-8,3
16,2
8,2
-10,3
4,2
-14,0
1,2
-8,3
-5,3
-7,3
10,2
7,2
-3,3
0,3
-9,3
11,2
5,2
-1,3
-13,3
-6,3
2,2
4,2
3,2
4,2
4,2
11,2
2,2
12,2
-4,3
-4,3
5,2
-8,3
16,2
-9,3
-2,3
-11,3
-3,3
-10,3
0,3
-10,3
-12,3
-6,3
0,3
6,2
2,2
2,2
5,2
-1,3
4,2
15,2
0,3
1,2
-10,3
11,2
8,2
4,2
12,2
3,2
4,2
-1,3
-18,4
-2,3
-3,3
10,2
-1,2
6,2
1,2
-9,3
6,2
7,2
6,2
2,2
2,2
-1,3
-13,3
2,2
-4,0
-7,3
8,2
-3,3
-1,3
12,2
-11,3
-6,3
0,3
3,2
9,2
-9,3
6,2
-1,3
-8,3
-12,3
15,2
-7,3
-7,3
-12,3
10,2
8,2
2,2
-7,3
8,2
11,2
-8,3
13,2
6,2
10,2
-4,2
2,2
0,3
-6,3
5,2
0,3
-1,2
-2,3
-13,3
-8,3
-20,4
5,2
6,2
15,2
-5,3
-6,3
6,2
-6,3
9,2
5,2
-1,0
-13,3
-8,3
-4,3
-7,3
-1,3
-7,3
-3,3
2,2
9,2
-13,3
16,2
-4,3
-5,3
7,2
-10,3
7,2
-9,3
5,2
-1,3
3,2
-11,3
-13,3
0,3
11,2
11,2
-11,3
-6,3
-14,3
-5,3
-3,3
-9,3
14,2
1,2
19,2
6,2
9,2
-12,3
-1,3
3,2
5,2
-4,3
-9,3
-2,3
-2,3
-10,3
20,2
-17,4
1,2
-11,3
-5,3
-18,4
12,2
8,2
-6,3
-5,3
4,2
0,3
5,2
-15,3
0,3
0,3
0,3
-8,3
16,2
16,2
-3,3
7,2
3,2
-9,3
-5,3
0,3
4,2
10,2
-3,3
-4,3
4,2
8,2
-18,4
0,3
4,2
5,2
3,2
-1,3
-3,3
9,2
2,2
-4,3
-5,3
4,2
8,2
-16,3
5,2
-10,3
3,2
9,2
3,2
-1,3
8,2
-8,3
0,3
-6,3
-4,3
-10,3
4,2
7,2
4,2
9,2
-4,3
11,2
2,2
-6,3
-6,3
-9,3
8,2
9,2
1,2
-3,3
14,2
1,2
1,2
-1,3
3,2
3,2
-7,3
2,2
4,2
-4,3
7,2
9,2
2,2
-3,3
-4,3
-5,3
8,2
11,2
4,2
-11,3
0,3
-1,3
12,1
4,2
2,2
-8,2
9,2
-8,3
-9,3
-6,3
-15,3
-14,3
-7,3
-13,3
-8,3
-1,3
-2,3
-4,3
12,2
-5,3
5,2
8,2
16,2
8,2
-6,3
12,2
9,2
-5,3
6,2
2,2
13,2
-4,3
9,2
11,2
20,2
-1,3
-2,3
7,2
-14,3
6,2
-5,3
-3,3
5,2
-11,3
-12,3
-5,3
-8,3
2,2
-7,3
-4,3
-8,3
-8,3
-16,3
10,2
-8,3
-5,3
-16,4
4,2
11,2
1,2
1,2
-5,3
6,2
7,2
-4,3
-5,3
-3,3
-5,3
14,2
-13,3
15,2
-13,3
8,2
8,2
7,2
-10,3
-4,3
4,2
-1,3
-2,3
2,2
16,2
-11,0
-4,3
-8,3
-10,3
-8,3
8,2
-4,3
0,3
12,2
0,3
5,2
-8,3
-16,4
-2,3
8,2
14,2
-5,3
-1,3
7,2
-6,3
-4,3
-7,3
3,2
-5,3
-3,3
13,1
-18,2
-11,3
2,2
5,2
13,2
0,3
4,2
12,2
-12,3
-7,3
-1,3
-11,3
-13,3
11,2
1,2
12,2
1,2
3,2
-2,3
-11,3
2,2
12,2
9,2
-5,3
13,2
8,2
-9,3
-10,3
-9,3
0,3
-8,3
13,2
12,2
10,2
18,1
7,2
5,2
-8,3
-19,4
0,3
-7,3
-10,3
-2,3
-14,3
-3,3
2,2
12,2
-3,3
3,2
16,2
-13,3
-16,3
-1,3
17,1
-4,3
10,2
-5,3
-5,3
-4,3
-12,3
2,2
2,2
-10,0
10,2
-7,3
6,2
12,2
-10,3
-14,3
-20,4
-1,3
-4,3
-8,3
15,2
4,2
-10,3
-1,3
-10,3
2,2
-10,3
6,2
-13,3
-11,3
3,2
-5,3
-2,3
3,2
-7,3
7,2
-11,3
14,2
10,2
-14,3
-4,3
18,2
-3,3
-1,3
18,2
-1,3
-1,3
3,2
-2,3
16,1
12,2
0,3
-3,3
3,2
0,3
-4,3
4,2
4,2
-6,3
7,2
-7,3
-4,3
9,2
8,2
2,2
-7,3
11,2
-3,3
-7,0
8,2
3,2
18,2
-13,3
-6,3
11,2
4,2
-16,3
7,2
-6,3
-17,4
-3,3
-2,3
17,2
9,2
-5,3
-4,3
-6,3
3,2
-4,3
-6,3
-16,2
1,2
-4,3
10,2
7,2
-6,3
-7,3
6,2
-19,3
0,3
7,2
-10,3
11,2
-14,3
3,2
-8,3
3,2
-2,3
-16,3
9,2
5,2
-5,3
0,3
-10,3
-12,3
-18,4
7,2
-10,3
0,3
3,2
-10,3
-18,4
16,2
-2,3
0,3
-1,3
5,2
0,3
-7,3
14,2
-4,3
-3,3
11,2
15,2
3,2
6,2
-9,3
1,2
10,2
1,2
8,2
8,2
-7,3
5,2
6,2
7,2
-1,3
-1,3
-1,2
10,2
16,2
6,2
2,2
9,2
13,2
3,2
-1,3
-9,3
4,2
0,3
13,2
-3,3
3,2
-17,4
-7,3
10,2
1,2
-4,3
-13,3
15,2
10,2
-3,3
9,2
-10,3
3,2
4,2
-3,3
1,2
5,2
6,2
4,2
-12,3
-4,3
15,2
13,2
3,2
-1,3
10,2
-8,3
2,2
-1,3
-3,3
-4,3
-10,3
-9,3
-3,3
-7,3
1,2
-4,0
-2,3
-14,3
2,2
14,2
-8,3
-6,3
12,2
20,1
7,2
-18,4
-3,3
-8,3
-6,3
-6,3
0,3
-7,3
6,2
6,2
6,2
-5,3
-15,3
3,2
11,2
-11,3
6,2
-11,3
10,2
-2,3
-3,3
9,2
13,2
-6,3
-5,3
6,2
16,2
-11,3
-12,3
3,2
-4,3
-6,3
11,2
8,2
-6,3
-4,3
2,2
6,2
-2,3
-2,3
-10,3
1,2
-17,4
-3,3
5,2
-10,3
14,2
-6,3
13,2
13,1
-6,3
11,2
18,2
-19,4
-7,3
-18,4
-12,3
5,2
13,2
6,2
15,2
-8,3
19,1
7,2
14,2
13,2
20,2
8,2
-20,4
-6,3
-17,3
9,2
18,1
-7,3
-14,3
-2,3
-5,3
5,2
11,2
3,2
-8,3
1,2
7,2
-20,4
-18,3
11,2
10,2
8,2
1,2
3,2
12,2
0,3
-6,3
5,2
-1,3
-11,3
-7,3
-12,3
-3,3
-5,3
5,2
-9,3
8,2
6,2
-9,3
9,2
6,2
0,3
6,2
0,3
-2,3
-5,3
0,3
-3,3
0,3
-13,3
-1,3
-2,3
-5,3
0,3
-6,3
-1,3
-4,3
11,2
19,2
5,2
-3,3
-8,3
-2,3
13,2
-2,3
-10,2
-3,3
7,2
-6,3
-10,3
-19,3
-4,3
0,3
-6,3
-7,3
-11,3
10,2
-16,4
2,2
11,2
1,2
-17,3
8,2
10,2
-9,3
0,3
6,2
17,2
-7,3
-10,0
3,2
16,2
3,0
0,3
-9,3
-7,3
-6,3
-11,3
16,2
-11,3
-7,3
-18,3
-3,3
-19,4
-18,4
2,2
8,2
0,3
-5,3
-3,3
-4,3
-15,4
16,2
-7,3
-9,3
-5,3
1,2
8,2
11,2
-6,3
-7,3
-8,2
4,2
5,2
-16,4
-2,3
-14,2
4,2
-2,3
-14,3
-14,3
1,2
12,2
1,2
12,2
2,2
-6,3
-8,3
-6,3
17,2
-2,3
0,3
-11,3
14,2
5,2
-4,3
8,2
9,2
2,2
3,2
-13,3
2,2
-1,3
-9,3
-7,3
14,2
8,2
0,0
-5,3
-9,3
-5,2
-13,3
-13,3
10,2
14,2
1,2
17,2
0,3
-14,3
-4,3
20,1
-7,3
0,3
-13,3
-3,3
1,2
2,2
2,2
-3,3
18,2
15,2
14,2
-11,3
8,2
10,2
4,2
2,2
2,2
-11,3
-6,3
-4,3
-7,3
-6,3
-2,2
-11,3
-6,3
-3,3
-1,3
-4,3
12,2
-15,4
9,2
8,2
-10,3
13,2
9,2
-13,3
0,3
-14,3
-11,3
-9,3
8,2
-8,3
-11,3
-4,3
-16,4
-16,4
-17,3
15,2
10,2
-11,3
4,2
-1,3
-7,3
-1,3
1,2
-2,3
-3,3
-15,3
-1,3
15,2
11,2
6,2
-7,3
5,2
-2,3
-12,3
7,2
1,2
-20,3
14,2
8,2
9,2
-2,3
-5,3
-2,3
3,2
3,2
-10,3
16,2
17,2
-3,3
0,3
16,2
-2,3
1,2
-3,3
-7,3
-14,3
19,2
-11,0
3,2
-2,3
-9,3
10,2
-12,3
11,2
-12,3
5,2
-9,3
18,0
-16,4
-2,3
2,2
-6,3
18,2
-5,0
0,3
11,2
-8,3
7,2
-8,3
3,2
-5,3
1,2
-10,3
-11,0
-2,3
-11,3
-16,3
7,2
6,2
4,2
-8,3
2,2
0,3
-6,3
-16,4
-12,3
14,2
-9,3
-3,3
2,2
-7,3
5,2
13,2
7,2
8,2
-4,3
-13,3
-9,3
-9,3
-8,3
-14,0
-5,3
-2,3
12,2
-15,3
3,2
-2,3
-11,3
0,3
-5,3
0,2
-9,3
0,3
-1,3
4,2
8,2
-3,3
4,2
12,2
3,2
2,2
-4,3
14,2
-13,3
3,2
16,2
3,2
8,2
8,2
3,2
14,2
1,2
3,2
-12,3
4,2
0,3
3,2
13,2
5,2
3,2
9,2
9,2
7,2
-14,3
6,0
-5,3
-7,3
-15,3
-4,3
-8,3
-4,3
-4,3
-11,3
-18,4
-2,3
8,2
-1,0
-2,3
-6,3
-13,3
1,2
5,2
10,2
19,2
-7,3
8,2
-4,3
-13,3
-14,3
-7,3
13,2
2,2
9,2
-2,3
7,2
-3,3
14,2
-1,3
17,2
0,3
4,2
3,2
-1,3
4,2
5,2
-14,3
-15,3
10,2
-11,3
19,2
6,2
-4,3
3,2
-2,3
3,2
-11,3
-11,3
-15,4
2,2
-1,3
-11,3
-15,4
18,1
-3,3
3,2
-1,3
-7,3
9,2
19,2
0,3
-3,3
-10,3
2,2
-14,3
-10,3
-5,3
-10,3
5,2
-1,3
0,3
-13,3
-5,3
-1,3
-9,3
5,2
1,2
0,3
8,2
13,2
-17,4
-16,4
11,2
13,1
-4,3
-15,3
-14,3
13,2
-9,3
0,3
3,2
5,2
-15,3
10,2
-6,3
2,2
0,3
2,2
-11,3
10,2
-10,3
-13,3
3,2
9,2
12,2
1,2
-9,3
-3,3
9,2
0,3
-1,3
-1,3
8,2
-11,3
-14,3
9,2
8,2
16,2
9,2
13,2
3,2
5,2
-11,3
-14,2
10,2
10,2
7,2
0,3
1,2
16,1
9,2
7,2
1,2
1,2
-18,4
-20,3
1,2
4,2
7,2
5,2
17,2
6,2
-1,3
10,2
8,2
12,1
10,2
12,2
-13,3
-15,4
14,2
10,2
-11,3
-10,3
6,2
-15,3
-17,3
-4,3
17,2
18,2
-7,3
10,2
1,2
-10,3
11,2
6,2
-12,3
4,2
-3,3
-11,3
0,3
-5,3
0,3
-1,3
15,2
-13,3
8,2
10,2
4,2
-2,3
-10,3
8,2
3,2
14,2
0,3
-5,3
1,2
-10,3
2,2
2,2
-5,3
3,2
-3,3
-8,2
2,2
-11,3
12,2
10,2
8,2
-5,3
-3,3
-2,3
-15,4
11,2
15,2
-1,3
1,2
8,2
-5,3
19,2
8,2
4,2
8,2
5,2
2,2
-15,4
16,2
-12,3
-17,4
2,2
10,2
0,3
-7,3
-17,3
-15,3
16,2
-8,3
8,2
-1,3
-7,3
-6,3
-18,3
5,2
10,2
-5,3
-7,3
-12,3
2,2
2,2
11,2
-4,3
4,2
-9,3
11,2
9,2
10,2
-10,3
8,2
9,2
-12,3
-18,3
-7,3
-11,3
-4,3
-4,3
9,2
10,2
-4,3
-5,3
2,2
-10,2
7,2
9,2
0,3
-8,3
6,2
-3,3
1,2
15,2
-3,3
20,2
-2,3
2,2
-11,3
2,2
-1,3
-8,3
-10,3
-2,3
-1,3
-2,3
-11,3
20,2
-2,3
9,2
5,2
-13,3
12,2
16,2
-6,3
9,2
-2,3
-16,4
0,3
3,2
-8,3
-3,3
-2,3
-3,3
10,2
0,3
12,2
0,3
0,3
4,2
-4,3
10,2
6,2
-3,3
4,2
15,2
5,2
-9,3
2,2
-1,3
-1,3
7,2
-1,3
-2,3
2,2
12,2
-5,3
3,2
2,2
8,2
15,2
-11,3
2,2
3,2
-9,3
1,2
-6,3
-5,3
-20,3
19,2
-4,3
8,2
-13,3
-10,3
5,2
-12,3
5,2
6,2
1,2
14,2
12,2
6,2
8,2
10,2
-4,3
5,2
-2,3
4,2
-11,3
5,2
3,2
-1,3
-1,3
7,2
12,2
-3,3
-5,3
16,2
-12,3
-9,3
-1,3
-5,3
-8,3
-1,3
-2,3
1,2
-7,3
8,2
11,2
-11,3
9,2
-5,3
0,3
4,2
0,3
-12,3
-1,3
1,2
10,2
6,2
-7,3
-12,3
10,2
13,2
5,2
-13,3
-14,3
-12,3
-8,3
6,2
4,2
-8,3
11,0
-4,3
8,2
-8,3
12,2
10,2
-4,3
-1,3
-7,3
4,2
8,2
0,3
4,2
3,2
8,2
10,2
-4,3
-14,3
-2,3
16,2
2,2
-10,3
-13,3
-1,3
13,2
-7,3
-3,3
-3,3
4,2
9,2
-5,3
0,3
6,2
15,2
0,3
5,2
-1,3
-7,3
-7,3
0,3
-1,3
3,2
0,3
4,2
-2,3
6,2
-6,3
15,2
-12,3
4,2
4,2
-2,3
7,2
0,3
2,2
3,2
-3,3
-6,3
7,2
-4,3
-3,3
4,2
-10,3
-3,3
-11,3
-8,3
3,2
-3,3
-10,0
7,2
-5,3
-1,3
3,2
1,2
10,2
-8,3
-17,4
6,2
5,2
2,2
6,2
-8,3
-4,3
10,2
-4,3
-7,3
3,2
-3,3
4,2
-7,3
10,2
5,2
-16,4
0,3
13,2
2,2
-5,3
4,2
-1,3
-4,3
-8,3
11,2
16,2
-12,0
-4,3
6,2
-4,2
6,2
-18,4
-11,2
-3,3
-18,4
-10,0
17,2
1,2
-4,3
-1,3
5,2
6,2
11,2
-12,3
9,2
3,2
13,2
2,2
-1,3
2,2
16,1
2,2
-10,0
12,2
20,1
0,0
4,2
-12,3
3,2
16,1
6,2
-10,3
-6,3
8,2
-1,3
-5,3
-8,3
-5,3
-4,3
-4,3
-13,3
19,2
7,2
6,2
-14,3
3,2
9,2
6,2
4,2
15,2
1,2
-3,3
8,2
5,2
7,2
-5,3
-8,3
6,2
17,2
-13,3
7,2
-3,3
-2,3
0,3
-2,3
10,2
7,2
-19,2
-8,3
-5,3
4,2
1,2
11,2
-10,3
13,2
16,2
4,2
2,2
1,2
-6,3
-2,3
-6,3
3,2
-11,3
-9,3
-2,3
-6,3
19,2
-13,0
-6,3
-6,3
1,2
-3,3
3,2
-10,3
-7,3
20,2
0,2
-6,3
10,2
-3,3
-5,3
-13,3
-2,3
5,2
9,2
15,2
-5,3
4,2
-2,3
-5,0
-8,3
-10,3
-4,3
11,2
7,2
-9,3
-7,3
-16,4
15,2
5,2
9,2
-14,3
10,2
-13,3
-5,3
3,2
8,2
5,2
-20,3
8,2
-1,3
7,2
14,2
8,2
14,2
2,2
-6,3
-8,3
-7,3
6,2
-4,3
1,2
7,2
0,3
-5,3
-8,3
-8,3
2,2
4,2
1,2
-1,3
19,2
10,2
-1,3
5,2
16,2
2,2
7,2
-15,3
10,2
-2,3
-19,3
-11,3
10,2
-8,2
15,2
3,2
3,2
-12,3
-7,3
2,2
-12,3
6,2
-9,3
7,2
5,2
2,2
3,2
-8,3
1,2
-12,3
6,2
-18,4
-13,3
10,2
-2,3
-4,3
-4,3
-3,3
6,2
0,3
6,2
4,2
-14,3
-4,3
-17,3
-10,3
-1,3
-6,3
-8,3
3,2
-2,3
-10,3
-1,3
13,2
-14,3
10,2
3,2
-2,3
-19,4
0,3
-4,3
-16,3
11,2
-3,3
1,2
3,2
-4,3
-2,3
-7,3
-10,3
-3,3
5,2
2,2
5,2
3,2
-5,3
-7,3
12,2
2,2
-7,3
0,3
19,1
4,2
6,2
-10,3
0,3
8,2
18,2
-8,3
-9,3
-7,3
13,2
14,2
-2,3
8,2
-4,3
-8,2
12,2
13,2
8,2
5,2
-8,3
7,2
3,2
-3,3
2,2
9,2
7,2
-6,3
8,2
-12,3
1,2
-8,3
9,2
-6,3
20,2
2,2
0,3
-7,3
2,2
-2,3
5,2
3,2
2,2
1,2
4,2
1,2
3,2
11,2
-1,3
12,2
-4,3
-9,3
-4,3
-8,3
-2,3
6,2
-8,3
-8,3
0,3
9,2
-16,4
0,3
-5,3
7,2
-15,4
-5,3
18,2
-9,3
-4,3
-1,3
0,3
-16,4
7,2
-4,3
-4,3
7,2
8,2
10,2
0,3
-1,3
-15,3
5,2
-8,3
-4,3
1,2
11,2
-11,3
-1,3
-8,3
13,2
6,2
5,2
-8,3
0,3
6,2
1,2
-8,3
1,2
9,2
-2,3
7,2
-3,3
13,2
17,2
18,2
2,2
-1,3
2,2
12,2
2,2
-3,3
0,3
13,2
6,2
-8,3
-13,3
4,2
-6,3
15,2
8,2
-15,3
-6,3
-8,3
2,2
-1,3
2,2
10,2
-14,3
-9,3
6,2
-9,3
-10,3
14,2
-2,3
-7,3
-1,3
-1,3
0,3
4,2
-6,3
-7,3
7,2
-1,3
19,2
-16,4
3,2
-8,3
-14,3
-1,3
-5,3
-2,3
1,2
7,2
-4,2
4,2
-9,3
-9,3
-3,3
8,2
6,2
3,2
6,2
-12,3
7,2
-10,3
20,2
5,2
2,2
-20,4
7,2
-3,3
-10,3
12,2
-11,3
-1,3
-7,3
-10,3
4,2
-7,2
-3,3
0,3
-6,3
8,2
-13,3
-3,3
10,2
4,2
-11,3
2,2
4,2
0,3
10,2
13,2
2,2
13,2
18,2
-15,4
-7,3
17,2
4,2
-5,3
12,2
1,2
4,2
6,2
7,2
-9,3
-10,3
-3,3
-1,3
1,2
3,2
6,2
0,2
10,2
15,2
2,2
-5,3
-10,3
12,2
-5,3
3,2
6,2
13,0
-1,3
13,1
-13,3
4,2
-13,3
11,2
-11,3
1,2
-11,3
-17,3
17,2
-11,3
-9,3
-7,3
-9,3
-4,3
7,2
-7,3
-6,3
12,2
-1,3
5,2
8,2
9,2
-7,3
2,2
-11,3
10,2
10,2
2,2
-14,3
1,2
-11,3
-5,3
5,2
9,2
-11,3
-11,3
-3,3
3,2
-19,4
2,2
-4,3
10,2
-15,4
-8,3
14,2
5,2
17,2
2,2
11,2
2,2
3,2
5,2
-10,3
5,2
11,2
2,2
-12,3
8,2
-9,3
-7,3
15,2
-2,3
-2,3
-2,3
14,2
-9,3
13,2
-4,3
-3,2
12,2
-3,3
1,2
-1,3
6,2
0,3
-5,3
-6,3
6,2
9,2
6,2
9,2
-7,3
-13,2
-6,3
-6,3
17,2
8,2
-16,4
-10,3
3,2
5,2
9,2
0,3
-5,3
16,2
11,2
-3,3
9,2
-5,3
-4,3
-20,4
-13,3
18,2
3,2
6,2
1,2
8,2
6,2
13,2
13,2
-3,3
11,2
-2,3
-5,3
-12,3
-8,3
-1,3
12,2
10,2
-1,3
10,2
10,2
8,2
12,2
-4,3
6,2
4,2
16,2
11,2
14,2
-6,3
6,2
1,2
7,2
0,3
-9,3
3,2
-19,4
1,2
